"YEAR","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES"
2024,"VIC","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","speed_fines","Fixed and mobile camera",101,0,0
2024,"VIC","All Regions","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","speed_fines","Police issued",6,0,0
2024,"ACT","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",59,0,0
2024,"ACT","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",58,0,0
2024,"ACT","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",39,0,0
2024,"NSW","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",11325,0,0
2024,"NSW","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",16566,0,0
2024,"NSW","All Regions","All ages","speed_fines","Fixed and mobile camera",40419,0,0
2024,"NSW","All Regions","All ages","speed_fines","Fixed and mobile camera",4055,0,0
2024,"NSW","All Regions","All ages","speed_fines","Red light camera",18934,0,0
2024,"NT","All Regions","All ages","speed_fines","Fixed and mobile camera",60,0,0
2024,"NT","All Regions","All ages","speed_fines","Fixed and mobile camera",74,0,0
2024,"QLD","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",21,0,0
2024,"QLD","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",10,0,0
2024,"QLD","All Regions","All ages","speed_fines","Fixed and mobile camera",80,0,0
2024,"QLD","All Regions","All ages","speed_fines","Fixed and mobile camera",115,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",7,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",30,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Police issued",2,0,0
2024,"SA","Inner Regional Australia","All ages","unlicensed_driving","Not applicable",40,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",137,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",105,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Police issued",5,0,0
2024,"SA","Major Cities of Australia","All ages","unlicensed_driving","Not applicable",428,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",7,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",11,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Police issued",2,0,0
2024,"SA","Outer Regional Australia","All ages","unlicensed_driving","Not applicable",62,0,0
2024,"SA","Remote Australia","All ages","unlicensed_driving","Not applicable",17,0,0
2024,"SA","All Regions","All ages","unlicensed_driving","Not applicable",15,0,0
2024,"SA","Very Remote Australia","All ages","unlicensed_driving","Not applicable",8,0,0
2024,"TAS","All Regions","All ages","speed_fines","Fixed and mobile camera",2,0,0
2024,"TAS","All Regions","All ages","unlicensed_driving","Not applicable",0,0,1
2024,"VIC","Inner Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",212,0,0
2024,"VIC","Inner Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",195,0,0
2024,"VIC","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",15,0,0
2024,"VIC","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",128,0,0
2024,"VIC","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",1211,0,0
2024,"VIC","Major Cities of Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",1347,0,0
2024,"VIC","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",766,0,0
2024,"VIC","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",644,0,0
2024,"VIC","Outer Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",116,0,0
2024,"VIC","Outer Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",90,0,0
2024,"VIC","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",42,0,0
2024,"VIC","Remote Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","mobile_phone_use","Police issued",2,0,0
2024,"VIC","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","speed_fines","Fixed and mobile camera",106,0,0
2024,"VIC","All Regions","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","speed_fines","Police issued",6,0,0
2024,"VIC","All Regions","All ages","unlicensed_driving","Not applicable",1,0,0
2024,"ACT","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",72,0,0
2024,"ACT","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",73,0,0
2024,"ACT","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",31,0,0
2024,"NSW","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",10306,0,0
2024,"NSW","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",11055,0,0
2024,"NSW","All Regions","All ages","speed_fines","Fixed and mobile camera",41220,0,0
2024,"NSW","All Regions","All ages","speed_fines","Fixed and mobile camera",3356,0,0
2024,"NSW","All Regions","All ages","speed_fines","Red light camera",19596,0,0
2024,"NT","All Regions","All ages","speed_fines","Fixed and mobile camera",28,0,0
2024,"NT","All Regions","All ages","speed_fines","Fixed and mobile camera",69,0,0
2024,"QLD","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",21,0,0
2024,"QLD","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",17,0,0
2024,"QLD","All Regions","All ages","speed_fines","Fixed and mobile camera",69,0,0
2024,"QLD","All Regions","All ages","speed_fines","Fixed and mobile camera",91,0,0
2024,"QLD","All Regions","All ages","unlicensed_driving","Not applicable",1,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",17,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",24,0,0
2024,"SA","Inner Regional Australia","All ages","unlicensed_driving","Not applicable",20,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",124,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",97,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Police issued",3,0,0
2024,"SA","Major Cities of Australia","All ages","unlicensed_driving","Not applicable",175,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",3,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",8,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Police issued",1,0,0
2024,"SA","Outer Regional Australia","All ages","unlicensed_driving","Not applicable",42,0,0
2024,"SA","Remote Australia","All ages","speed_fines","Fixed and mobile camera",3,0,0
2024,"SA","Remote Australia","All ages","unlicensed_driving","Not applicable",8,0,0
2024,"SA","All Regions","All ages","unlicensed_driving","Not applicable",6,0,0
2024,"SA","Very Remote Australia","All ages","unlicensed_driving","Not applicable",2,0,0
2024,"VIC","Inner Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",139,0,0
2024,"VIC","Inner Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",259,0,0
2024,"VIC","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",28,0,0
2024,"VIC","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",87,0,0
2024,"VIC","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",662,0,0
2024,"VIC","Major Cities of Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",1595,0,0
2024,"VIC","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",793,0,0
2024,"VIC","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",523,0,0
2024,"VIC","Outer Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",36,0,0
2024,"VIC","Remote Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","mobile_phone_use","Police issued",2,0,0
2024,"VIC","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","speed_fines","Fixed and mobile camera",124,0,0
2024,"VIC","All Regions","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","speed_fines","Police issued",3,0,0
2024,"ACT","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",24,0,0
2024,"ACT","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",60,0,0
2024,"ACT","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",30,0,0
2024,"NSW","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",10476,0,0
2024,"NSW","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",9061,0,0
2024,"NSW","All Regions","All ages","speed_fines","Fixed and mobile camera",39227,0,0
2024,"NSW","All Regions","All ages","speed_fines","Fixed and mobile camera",3074,0,0
2024,"NSW","All Regions","All ages","speed_fines","Red light camera",19145,0,0
2024,"NT","All Regions","All ages","speed_fines","Fixed and mobile camera",34,0,0
2024,"NT","All Regions","All ages","speed_fines","Fixed and mobile camera",68,0,0
2024,"QLD","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",28,0,0
2024,"QLD","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",19,0,0
2024,"QLD","All Regions","All ages","speed_fines","Fixed and mobile camera",75,0,0
2024,"QLD","All Regions","All ages","speed_fines","Fixed and mobile camera",84,0,0
2024,"QLD","All Regions","All ages","speed_fines","Police issued",2,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",11,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",30,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Police issued",4,0,0
2024,"SA","Inner Regional Australia","All ages","unlicensed_driving","Not applicable",82,0,0
2024,"SA","Major Cities of Australia","All ages","mobile_phone_use","Police issued",1,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",127,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",83,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Police issued",1,0,0
2024,"SA","Major Cities of Australia","All ages","unlicensed_driving","Not applicable",613,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",5,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",2,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Police issued",1,0,0
2024,"SA","Outer Regional Australia","All ages","unlicensed_driving","Not applicable",109,0,0
2024,"SA","Remote Australia","All ages","unlicensed_driving","Not applicable",14,0,0
2024,"SA","All Regions","All ages","unlicensed_driving","Not applicable",19,0,0
2024,"SA","Very Remote Australia","All ages","unlicensed_driving","Not applicable",19,0,0
2024,"TAS","All Regions","All ages","speed_fines","Fixed and mobile camera",2,0,0
2024,"VIC","Inner Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",38,0,0
2024,"VIC","Inner Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",87,0,0
2024,"VIC","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",16,0,0
2024,"VIC","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",72,0,0
2024,"VIC","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",546,0,0
2024,"VIC","Major Cities of Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",1017,0,0
2024,"VIC","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",588,0,0
2024,"VIC","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",315,0,0
2024,"VIC","Outer Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",27,0,0
2024,"VIC","Remote Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","mobile_phone_use","Police issued",2,0,0
2024,"VIC","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","non_wearing_seatbelts","Police issued",1,0,0
2024,"VIC","All Regions","All ages","speed_fines","Fixed and mobile camera",64,0,0
2024,"VIC","All Regions","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","speed_fines","Police issued",3,0,0
2024,"ACT","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",74,0,0
2024,"ACT","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",131,0,0
2024,"ACT","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",24,0,0
2024,"NSW","Major Cities of Australia","All ages","unlicensed_driving","Not applicable",0,0,1
2024,"NSW","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",10952,0,0
2024,"NSW","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",10923,0,0
2024,"NSW","All Regions","All ages","non_wearing_seatbelts","Other",1,0,0
2024,"NSW","All Regions","All ages","speed_fines","Fixed and mobile camera",34180,0,0
2024,"NSW","All Regions","All ages","speed_fines","Fixed and mobile camera",3161,0,0
2024,"NSW","All Regions","All ages","speed_fines","Red light camera",18227,0,0
2024,"NT","All Regions","All ages","speed_fines","Fixed and mobile camera",37,0,0
2024,"NT","All Regions","All ages","speed_fines","Fixed and mobile camera",109,0,0
2024,"QLD","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",30,0,0
2024,"QLD","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",22,0,0
2024,"QLD","All Regions","All ages","speed_fines","Fixed and mobile camera",100,0,0
2024,"QLD","All Regions","All ages","speed_fines","Fixed and mobile camera",92,0,0
2024,"QLD","All Regions","All ages","speed_fines","Police issued",2,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",13,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",49,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Police issued",7,0,0
2024,"SA","Inner Regional Australia","All ages","unlicensed_driving","Not applicable",50,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",153,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",128,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Police issued",13,0,1
2024,"SA","Major Cities of Australia","All ages","unlicensed_driving","Not applicable",355,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",5,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",14,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Police issued",1,0,0
2024,"SA","Outer Regional Australia","All ages","unlicensed_driving","Not applicable",62,0,0
2024,"SA","Remote Australia","All ages","speed_fines","Fixed and mobile camera",1,0,0
2024,"SA","Remote Australia","All ages","unlicensed_driving","Not applicable",15,0,0
2024,"SA","All Regions","All ages","unlicensed_driving","Not applicable",12,0,0
2024,"SA","Very Remote Australia","All ages","unlicensed_driving","Not applicable",17,0,0
2024,"TAS","All Regions","All ages","speed_fines","Fixed and mobile camera",1,0,0
2024,"VIC","Inner Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",3,0,0
2024,"VIC","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",1,0,0
2024,"VIC","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",3,0,0
2024,"VIC","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",1,0,0
2024,"VIC","Major Cities of Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",41,0,0
2024,"VIC","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",24,0,0
2024,"VIC","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",13,0,0
2024,"VIC","Outer Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",4,0,0
2024,"VIC","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",1,0,0
2024,"VIC","Remote Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","speed_fines","Police issued",1,0,0
2024,"ACT","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",79,0,0
2024,"ACT","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",119,0,0
2024,"ACT","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",39,0,0
2024,"NSW","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",12497,0,0
2024,"NSW","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",11359,0,0
2024,"NSW","All Regions","All ages","speed_fines","Fixed and mobile camera",42822,0,0
2024,"NSW","All Regions","All ages","speed_fines","Fixed and mobile camera",3179,0,0
2024,"NSW","All Regions","All ages","speed_fines","Red light camera",20267,0,0
2024,"NT","All Regions","All ages","speed_fines","Fixed and mobile camera",39,0,0
2024,"NT","All Regions","All ages","speed_fines","Fixed and mobile camera",102,0,0
2024,"QLD","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",32,0,0
2024,"QLD","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",11,0,0
2024,"QLD","All Regions","All ages","speed_fines","Fixed and mobile camera",99,0,0
2024,"QLD","All Regions","All ages","speed_fines","Fixed and mobile camera",97,0,0
2024,"QLD","All Regions","All ages","speed_fines","Police issued",2,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",11,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",51,0,0
2024,"SA","Inner Regional Australia","All ages","speed_fines","Police issued",5,0,0
2024,"SA","Inner Regional Australia","All ages","unlicensed_driving","Not applicable",51,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",154,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",148,0,0
2024,"SA","Major Cities of Australia","All ages","speed_fines","Police issued",1,0,0
2024,"SA","Major Cities of Australia","All ages","unlicensed_driving","Not applicable",372,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",11,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",4,0,0
2024,"SA","Outer Regional Australia","All ages","speed_fines","Police issued",1,0,0
2024,"SA","Outer Regional Australia","All ages","unlicensed_driving","Not applicable",65,0,0
2024,"SA","Remote Australia","All ages","speed_fines","Fixed and mobile camera",2,0,0
2024,"SA","Remote Australia","All ages","speed_fines","Police issued",1,0,0
2024,"SA","Remote Australia","All ages","unlicensed_driving","Not applicable",15,0,0
2024,"SA","All Regions","All ages","unlicensed_driving","Not applicable",13,0,0
2024,"SA","Very Remote Australia","All ages","unlicensed_driving","Not applicable",8,0,0
2024,"TAS","All Regions","All ages","non_wearing_seatbelts","Fixed and mobile camera",1,0,0
2024,"TAS","All Regions","All ages","speed_fines","Fixed and mobile camera",3,0,0
2024,"VIC","Inner Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",2,0,0
2024,"VIC","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","All ages","speed_fines","Fixed and mobile camera",1,0,0
2024,"VIC","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","All ages","mobile_phone_use","Fixed and mobile camera",20,0,0
2024,"VIC","Major Cities of Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",46,0,0
2024,"VIC","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",39,0,0
2024,"VIC","Major Cities of Australia","All ages","speed_fines","Fixed and mobile camera",11,0,0
2024,"VIC","Outer Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","All ages","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","All ages","mobile_phone_use","Fixed and mobile camera",0,0,0
